name,is_legendary,is_creature,is_instant,is_sorcery,is_land,is_enchantment,is_planeswalker,is_artifact,cmc,first_printing,last_printing,num_printings,is_id_white,is_id_blue,is_id_black,is_id_red,is_id_green,is_standard_legal,is_commander_legal,is_modern_legal,is_pioneer_legal,is_legacy_legal,is_pauper_legal,is_reserved,is_reprint,rarity,edhrec_rank,power,toughness,set_enum,is_masters,is_booster,oracle_len,exp,pred
Windbrisk Heights,0,0,0,0,1,0,0,0,0.0,2007,2020,5.0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1097.0,-5,-5,3,0,0.0,317.0,0,0
Enduring Scalelord,0,1,0,0,0,0,0,0,6.0,2015,2018,4.0,1,0,0,0,1,0,1,1,1,1,0,0,1,3,4656.0,4,4,7,0,1.0,134.0,0,0
Heartmender,0,1,0,0,0,0,0,0,4.0,2008,2008,1.0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,11459.0,2,2,2,0,1.0,240.0,0,0
Shivan Phoenix,0,1,0,0,0,0,0,0,6.0,1999,1999,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,13674.0,3,3,2,0,1.0,75.0,0,0
Alchemist's Greeting,0,0,0,1,0,0,0,0,5.0,2016,2019,3.0,0,0,0,1,0,0,1,1,1,1,1,0,1,4,4684.0,-5,-5,3,0,0.0,194.0,0,0
Menagerie Liberator,0,1,0,0,0,0,0,0,4.0,2016,2016,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,18641.0,3,3,7,0,1.0,123.0,0,0
Thatcher Revolt,0,0,0,1,0,0,0,0,3.0,2012,2012,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,8716.0,-5,-5,2,0,1.0,116.0,0,0
"Fblthp, the Lost",1,1,0,0,0,0,0,0,2.0,2019,2019,4.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,2468.0,1,1,2,0,1.0,229.0,0,0
Conversion,0,0,0,0,0,1,0,0,4.0,1993,1995,8.0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,16455.0,-5,-5,4,1,1.0,102.0,0,0
Relentless Pursuit,0,0,0,1,0,0,0,0,3.0,2020,2020,1.0,0,0,0,0,1,1,1,1,1,1,1,0,0,4,8555.0,-5,-5,2,0,1.0,155.0,0,0
Expose to Daylight,0,0,1,0,0,0,0,0,3.0,2019,2019,1.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,8889.0,-5,-5,2,0,1.0,47.0,0,0
Triclopean Sight,0,0,0,0,0,1,0,0,2.0,2007,2007,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,10670.0,-5,-5,2,0,1.0,143.0,0,0
Flamekin Village,0,0,0,0,1,0,0,0,0.0,2014,2018,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,1563.0,-5,-5,3,0,0.0,225.0,1,1
Glintwing Invoker,0,1,0,0,0,0,0,0,5.0,2003,2003,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,19931.0,3,3,2,0,1.0,72.0,0,0
Shimmering Wings,0,0,0,0,0,1,0,0,1.0,1997,2007,4.0,0,1,0,0,0,0,1,1,0,1,1,0,1,4,9945.0,-5,-5,1,0,1.0,259.0,0,0
Reverent Hoplite,0,1,0,0,0,0,0,0,5.0,2020,2020,1.0,1,0,0,0,0,1,1,1,1,1,0,0,0,3,7071.0,1,1,2,0,1.0,230.0,0,0
Zof Shade,0,1,0,0,0,0,0,0,4.0,2010,2014,2.0,0,0,1,0,0,0,1,1,1,1,1,0,1,4,17658.0,2,2,1,0,1.0,47.0,0,0
Jolrael's Favor,0,0,0,0,0,1,0,0,2.0,2000,2000,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,13502.0,-5,-5,2,0,1.0,61.0,0,0
Chromatic Orrery,1,0,0,0,0,0,0,1,7.0,2020,2020,2.0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,3929.0,-5,-5,1,0,1.0,148.0,1,1
Vent Sentinel,0,1,0,0,0,0,0,0,4.0,2010,2019,4.0,0,0,0,1,0,0,1,1,0,1,1,0,1,4,11359.0,2,2,4,1,1.0,141.0,0,0
Identity Thief,0,1,0,0,0,0,0,0,4.0,2016,2016,3.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,4754.0,0,0,2,0,1.0,264.0,0,0
Unnerving Assault,0,0,1,0,0,0,0,0,3.0,2008,2008,1.0,0,1,0,1,0,0,1,1,0,1,0,0,0,3,18845.0,-5,-5,2,0,1.0,219.0,0,0
Mycologist,0,1,0,0,0,0,0,0,2.0,2007,2007,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,8898.0,0,0,2,0,1.0,197.0,0,0
Evangelize,0,0,0,1,0,0,0,0,5.0,2006,2006,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,11791.0,-5,-5,2,0,1.0,205.0,0,0
Oathsworn Vampire,0,1,0,0,0,0,0,0,2.0,2018,2018,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,5361.0,2,2,2,0,1.0,129.0,0,0
Weave Fate,0,0,1,0,0,0,0,0,4.0,2014,2015,2.0,0,1,0,0,0,0,1,1,1,1,1,0,1,4,11006.0,-5,-5,1,0,0.0,15.0,0,0
Ornithopter,0,1,0,0,0,0,0,1,0.0,1994,2019,19.0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,981.0,0,0,2,0,1.0,6.0,0,0
Iron Will,0,0,1,0,0,0,0,0,1.0,1999,1999,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,16989.0,-5,-5,2,0,1.0,96.0,0,0
Skeletal Wurm,0,1,0,0,0,0,0,0,8.0,2010,2010,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,3,13171.0,7,7,2,0,1.0,30.0,0,0
High Priest of Penance,0,1,0,0,0,0,0,0,2.0,2013,2018,2.0,1,0,1,0,0,0,1,1,1,1,0,0,1,2,4199.0,1,1,3,0,0.0,90.0,0,0
Iona's Judgment,0,0,0,1,0,0,0,0,5.0,2010,2019,3.0,1,0,0,0,0,0,1,1,0,1,1,0,1,4,12226.0,-5,-5,4,1,1.0,37.0,0,0
Cunning Geysermage,0,1,0,0,0,0,0,0,3.0,2020,2020,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,4,18728.0,3,3,2,0,1.0,198.0,0,0
Doomed Traveler,0,1,0,0,0,0,0,0,1.0,2011,2019,9.0,1,0,0,0,0,0,1,1,0,1,1,0,1,4,3148.0,1,1,7,0,1.0,80.0,0,0
Battle Brawler,0,1,0,0,0,0,0,0,2.0,2015,2015,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,11785.0,2,2,2,0,1.0,96.0,0,0
Fleshgrafter,0,1,0,0,0,0,0,0,3.0,2004,2004,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,20117.0,2,2,2,0,1.0,68.0,0,0
Tectonic Reformation,0,0,0,0,0,1,0,0,2.0,2019,2020,2.0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,1530.0,-5,-5,3,0,0.0,95.0,0,0
Rising Miasma,0,0,0,1,0,0,0,0,4.0,2015,2015,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,15114.0,-5,-5,2,0,1.0,229.0,0,0
Workhorse,0,1,0,0,0,0,0,1,6.0,1998,2020,2.0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,6246.0,0,0,4,1,1.0,112.0,1,0
Deal Broker,0,1,0,0,0,0,0,1,3.0,2014,2014,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,8330.0,2,2,7,0,1.0,238.0,0,0
Aurification,0,0,0,0,0,1,0,0,4.0,2002,2002,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,5550.0,-5,-5,2,0,1.0,293.0,1,1
Crumble,0,0,1,0,0,0,0,0,1.0,1994,1997,7.0,0,0,0,0,1,0,1,0,0,1,1,0,1,4,13736.0,-5,-5,4,1,1.0,121.0,0,0
Fendeep Summoner,0,1,0,0,0,0,0,0,5.0,2008,2008,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,9988.0,3,3,2,0,1.0,123.0,0,0
Gust of Wind,0,0,0,1,0,0,0,0,4.0,2020,2020,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,4,12510.0,-5,-5,2,0,1.0,156.0,0,0
Lunar Force,0,0,0,0,0,1,0,0,3.0,2016,2016,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,8728.0,-5,-5,2,0,1.0,77.0,0,0
Thundercloud Elemental,0,1,0,0,0,0,0,0,7.0,2003,2003,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,17894.0,3,3,2,0,1.0,117.0,0,0
"Emry, Lurker of the Loch",1,1,0,0,0,0,0,0,3.0,2019,2019,4.0,0,1,0,0,0,1,1,1,1,1,0,0,0,2,1463.0,1,1,2,0,1.0,274.0,1,1
Dream Trawler,0,1,0,0,0,0,0,0,6.0,2020,2020,4.0,1,1,0,0,0,1,1,1,1,1,0,0,0,2,4876.0,3,3,2,0,1.0,203.0,0,0
"Nezahal, Primal Tide",1,1,0,0,0,0,0,0,7.0,2018,2018,3.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,654.0,7,7,2,0,1.0,272.0,1,1
Dark Prophecy,0,0,0,0,0,1,0,0,3.0,2013,2013,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,1627.0,-5,-5,1,0,1.0,74.0,1,1
Hellkite Tyrant,0,1,0,0,0,0,0,0,6.0,2013,2016,2.0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,749.0,6,6,3,0,0.0,217.0,1,1
Tin Street Market,0,0,0,0,0,1,0,0,5.0,2013,2013,1.0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,15065.0,-5,-5,2,0,1.0,67.0,0,0
Hisoka's Guard,0,1,0,0,0,0,0,0,2.0,2004,2004,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,14813.0,1,1,2,0,1.0,239.0,0,0
Aethershield Artificer,0,1,0,0,0,0,0,0,4.0,2018,2018,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,3,6645.0,3,3,1,0,1.0,190.0,0,0
Kitsune Bonesetter,0,1,0,0,0,0,0,0,3.0,2005,2005,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,15038.0,0,0,2,0,1.0,158.0,0,0
Gruul Scrapper,0,1,0,0,0,0,0,0,4.0,2005,2006,3.0,0,0,0,1,1,0,1,1,0,1,1,0,0,4,18759.0,3,3,2,0,1.0,106.0,0,0
Talisman of Conviction,0,0,0,0,0,0,0,1,2.0,2019,2019,1.0,1,0,0,1,0,0,1,1,0,1,0,0,0,3,465.0,-5,-5,7,0,1.0,80.0,1,1
Honor Guard,0,1,0,0,0,0,0,0,1.0,1998,2007,5.0,1,0,0,0,0,0,1,1,0,1,1,0,1,4,18919.0,1,1,1,0,1.0,46.0,0,0
Temple Altisaur,0,1,0,0,0,0,0,0,5.0,2018,2018,2.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,2566.0,3,3,2,0,1.0,96.0,0,0
Spontaneous Flight,0,0,1,0,0,0,0,0,3.0,2020,2020,1.0,1,0,0,0,0,1,1,1,1,1,1,0,0,4,16016.0,-5,-5,2,0,1.0,73.0,0,0
Shredding Winds,0,0,1,0,0,0,0,0,3.0,2013,2013,1.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,17257.0,-5,-5,2,0,1.0,62.0,0,0
Autumnal Gloom // Ancient of the Equinox,0,1,0,0,0,1,0,0,3.0,2016,2016,1.0,0,0,1,0,1,0,1,1,1,1,0,0,0,3,11409.0,-5,-5,2,0,1.0,0.0,0,0
Adarkar Valkyrie,0,1,0,0,0,0,0,0,6.0,2006,2018,4.0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,2529.0,4,4,3,0,0.0,143.0,0,0
"Glissa, the Traitor",1,1,0,0,0,0,0,0,3.0,2011,2016,3.0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,3167.0,3,3,2,0,1.0,141.0,1,1
Angelic Guardian,0,1,0,0,0,0,0,0,6.0,2018,2019,2.0,1,0,0,0,0,0,1,1,1,1,0,0,1,2,7352.0,5,5,5,0,0.0,236.0,0,0
Overwhelming Intellect,0,0,1,0,0,0,0,0,6.0,2005,2012,2.0,0,1,0,0,0,0,1,1,0,1,0,0,1,3,6550.0,-5,-5,6,0,0.0,84.0,0,0
Farfinder,0,1,0,0,0,0,0,0,3.0,2020,2020,1.0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,9427.0,1,1,2,0,1.0,160.0,0,0
Vine Snare,0,0,1,0,0,0,0,0,3.0,2015,2015,1.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,15130.0,-5,-5,1,0,1.0,90.0,0,0
Uktabi Wildcats,0,1,0,0,0,0,0,0,5.0,1996,2001,3.0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,13768.0,-3,-3,1,0,1.0,143.0,0,0
"Numot, the Devastator",1,1,0,0,0,0,0,0,6.0,2007,2011,2.0,1,1,0,1,0,0,1,1,0,1,0,0,1,2,5231.0,6,6,3,0,0.0,133.0,1,0
Faith of the Devoted,0,0,0,0,0,1,0,0,3.0,2017,2019,2.0,0,0,1,0,0,0,1,1,1,1,0,0,1,3,2932.0,-5,-5,3,0,0.0,113.0,0,0
Snake Pit,0,0,0,0,0,1,0,0,4.0,1999,1999,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,8314.0,-5,-5,2,0,1.0,98.0,0,0
Healer's Hawk,0,1,0,0,0,0,0,0,1.0,2018,2020,3.0,1,0,0,0,0,0,1,1,1,1,1,0,1,4,4663.0,1,1,7,0,1.0,16.0,0,0
Glass Golem,0,1,0,0,0,0,0,1,5.0,2005,2005,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,17951.0,6,6,2,0,1.0,0.0,0,0
Gloryscale Viashino,0,1,0,0,0,0,0,0,4.0,2009,2009,1.0,1,0,0,1,1,0,1,1,0,1,0,0,0,3,12097.0,3,3,2,0,1.0,89.0,0,0
Protean Raider,0,1,0,0,0,0,0,0,3.0,2018,2018,2.0,0,1,0,1,0,0,1,1,1,1,0,0,0,2,4713.0,2,2,2,0,1.0,129.0,0,0
Raking Claws,0,0,1,0,0,0,0,0,2.0,2020,2020,1.0,0,0,0,1,0,1,1,1,1,1,1,0,0,4,9165.0,-5,-5,2,0,1.0,105.0,0,0
Fires of Invention,0,0,0,0,0,1,0,0,4.0,2019,2019,4.0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,4502.0,-5,-5,2,0,1.0,225.0,0,0
March from the Tomb,0,0,0,1,0,0,0,0,5.0,2015,2015,2.0,1,0,1,0,0,0,1,1,1,1,0,0,0,2,6214.0,-5,-5,2,0,1.0,128.0,0,0
Carnivorous Moss-Beast,0,1,0,0,0,0,0,0,6.0,2014,2019,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,17426.0,4,4,1,0,1.0,57.0,0,0
Kazandu Mammoth // Kazandu Valley,0,1,0,0,1,0,0,0,3.0,2020,2020,4.0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,18209.0,-5,-5,2,0,1.0,0.0,1,1
Inner-Chamber Guard,0,1,0,0,0,0,0,0,2.0,2005,2005,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,10321.0,0,0,2,0,1.0,94.0,0,0
Hollow Warrior,0,1,0,0,0,0,0,1,4.0,2000,2000,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,19755.0,4,4,2,0,1.0,206.0,0,0
Ondu War Cleric,0,1,0,0,0,0,0,0,2.0,2016,2019,2.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,12838.0,2,2,2,0,1.0,64.0,0,0
Lightning-Core Excavator,0,1,0,0,0,0,0,1,1.0,2020,2020,1.0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,19963.0,0,0,7,0,1.0,78.0,0,0
Ironfist Crusher,0,1,0,0,0,0,0,0,5.0,2002,2002,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,15323.0,2,2,2,0,1.0,171.0,0,0
Bellowing Aegisaur,0,1,0,0,0,0,0,0,6.0,2017,2017,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,3,2850.0,3,3,2,0,1.0,109.0,0,0
Scourge of Geier Reach,0,1,0,0,0,0,0,0,5.0,2011,2011,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,3,11301.0,3,3,2,0,1.0,75.0,0,0
Symbiotic Deployment,0,0,0,0,0,1,0,0,3.0,2001,2001,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,10963.0,-5,-5,2,0,1.0,78.0,0,0
"Svogthos, the Restless Tomb",0,0,0,0,1,0,0,0,0.0,2005,2018,4.0,0,0,1,0,1,0,1,1,0,1,0,0,1,3,3576.0,-5,-5,3,0,0.0,247.0,0,0
Defiant Falcon,0,1,0,0,0,0,0,0,2.0,2000,2000,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,10763.0,1,1,2,0,1.0,158.0,0,0
Roc Charger,0,1,0,0,0,0,0,0,3.0,2018,2018,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,3,14299.0,1,1,2,0,1.0,109.0,0,0
Urborg Uprising,0,0,0,1,0,0,0,0,5.0,2001,2019,3.0,0,0,1,0,0,0,1,0,0,1,1,0,1,4,13723.0,-5,-5,4,1,1.0,85.0,0,0
Ray of Revelation,0,0,1,0,0,0,0,0,2.0,2002,2012,2.0,1,0,0,0,1,0,1,1,0,1,1,0,1,4,10770.0,-5,-5,2,0,1.0,125.0,0,0
Nightmare Shepherd,0,1,0,0,0,1,0,0,4.0,2020,2020,4.0,0,0,1,0,0,1,1,1,1,1,0,0,0,2,3379.0,4,4,2,0,1.0,204.0,0,0
Riftsweeper,0,1,0,0,0,0,0,0,2.0,2007,2013,2.0,0,0,0,0,1,0,1,1,0,1,0,0,1,3,2232.0,2,2,4,1,1.0,117.0,1,0
Moonblade Shinobi,0,1,0,0,0,0,0,0,4.0,2019,2019,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,4132.0,3,3,7,0,1.0,262.0,0,0
Supreme Verdict,0,0,0,1,0,0,0,0,4.0,2012,2019,4.0,1,1,0,0,0,0,1,1,1,1,0,0,1,2,195.0,-5,-5,4,1,1.0,53.0,1,1
Squallmonger,0,1,0,0,0,0,0,0,4.0,1999,2011,2.0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,12737.0,3,3,3,0,0.0,116.0,0,0
Llanowar Elite,0,1,0,0,0,0,0,0,1.0,2000,2005,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,12585.0,1,1,2,0,1.0,162.0,0,0
Startling Development,0,0,1,0,0,0,0,0,2.0,2020,2020,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,4,12557.0,-5,-5,2,0,1.0,143.0,0,0
Decision Paralysis,0,0,1,0,0,0,0,0,4.0,2017,2019,3.0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,14794.0,-5,-5,2,0,1.0,102.0,0,0
Instill Furor,0,0,0,0,0,1,0,0,2.0,2005,2005,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,3,18350.0,-5,-5,2,0,1.0,130.0,0,0
Repel the Abominable,0,0,1,0,0,0,0,0,2.0,2016,2016,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,3,8121.0,-5,-5,2,0,1.0,70.0,0,0
Godsire,0,1,0,0,0,0,0,0,8.0,2008,2020,2.0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,4877.0,8,8,4,1,1.0,79.0,1,1
Chandra's Triumph,0,0,1,0,0,0,0,0,2.0,2019,2019,1.0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,9260.0,-5,-5,2,0,1.0,169.0,0,0
Roaming Ghostlight,0,1,0,0,0,0,0,0,5.0,2020,2020,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,4,18107.0,3,3,1,0,1.0,119.0,0,0
Iron Lance,0,0,0,0,0,0,0,1,2.0,1999,1999,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,19250.0,-5,-5,2,0,1.0,63.0,0,0
Spike Feeder,0,1,0,0,0,0,0,0,3.0,1998,2020,6.0,0,0,0,0,1,0,1,1,0,1,0,0,1,3,5250.0,0,0,4,1,1.0,212.0,0,0
Sprouting Vines,0,0,1,0,0,0,0,0,3.0,2003,2013,2.0,0,0,0,0,1,0,1,0,0,1,1,0,1,4,5147.0,-5,-5,3,0,0.0,197.0,0,0
Eye Collector,0,1,0,0,0,0,0,0,1.0,2019,2019,1.0,0,0,1,0,0,1,1,1,1,1,1,0,0,4,7363.0,1,1,2,0,1.0,88.0,0,0
Aether Herder,0,1,0,0,0,0,0,0,4.0,2017,2017,1.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,12646.0,3,3,2,0,1.0,197.0,0,0
Helm of the Ghastlord,0,0,0,0,0,1,0,0,4.0,2008,2008,1.0,0,1,1,0,0,0,1,1,0,1,1,0,0,4,7093.0,-5,-5,2,0,1.0,289.0,0,0
General Kudro of Drannith,1,1,0,0,0,0,0,0,3.0,2020,2020,4.0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,5257.0,3,3,2,0,1.0,254.0,1,1
Vengeful Rebel,0,1,0,0,0,0,0,0,3.0,2017,2017,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,13298.0,3,3,2,0,1.0,181.0,0,0
Sorcerer of the Fang,0,1,0,0,0,0,0,0,2.0,2019,2019,1.0,0,0,1,0,0,0,1,1,1,1,1,0,0,4,18543.0,1,1,1,0,1.0,84.0,0,0
War Screecher,0,1,0,0,0,0,0,0,2.0,2019,2019,1.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,13136.0,1,1,2,0,1.0,76.0,0,0
Rakka Mar,1,1,0,0,0,0,0,0,4.0,2009,2009,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,6435.0,2,2,2,0,1.0,69.0,1,1
Sheltered Valley,0,0,0,0,1,0,0,0,0.0,1996,1996,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,14836.0,-5,-5,2,0,1.0,272.0,0,0
Oculus,0,1,0,0,0,0,0,0,2.0,2011,2011,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,15538.0,1,1,2,0,1.0,38.0,0,0
Abandoned Sarcophagus,0,0,0,0,0,0,0,1,3.0,2017,2020,3.0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,4345.0,-5,-5,3,0,0.0,192.0,0,0
Swiftfoot Boots,0,0,0,0,0,0,0,1,2.0,2011,2020,12.0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,12.0,-5,-5,4,1,1.0,51.0,1,1
Devout Monk,0,1,0,0,0,0,0,0,1.0,1999,1999,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,18731.0,1,1,5,0,1.0,57.0,0,0
Arashin Cleric,0,1,0,0,0,0,0,0,2.0,2015,2015,1.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,13105.0,1,1,2,0,1.0,60.0,0,0
Orcish Mechanics,0,1,0,0,0,0,0,0,3.0,1994,1994,1.0,0,0,0,1,0,0,1,0,0,1,1,0,1,3,19113.0,1,1,4,1,1.0,74.0,0,0
Hornet Nest,0,1,0,0,0,0,0,0,3.0,2014,2019,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,4109.0,0,0,1,0,1.0,249.0,0,0
Jeskai Sage,0,1,0,0,0,0,0,0,2.0,2015,2019,2.0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,10858.0,1,1,2,0,1.0,128.0,0,0
Mire's Toll,0,0,0,1,0,0,0,0,1.0,2010,2016,2.0,0,0,1,0,0,0,1,1,0,1,1,0,1,4,12228.0,-5,-5,6,0,0.0,154.0,0,0
Lore Broker,0,1,0,0,0,0,0,0,2.0,2005,2005,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,8349.0,1,1,2,0,1.0,52.0,0,0
Volcanic Eruption,0,0,0,1,0,0,0,0,3.0,1993,1995,8.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,16643.0,-5,-5,1,0,1.0,155.0,0,0
Whelming Wave,0,0,0,1,0,0,0,0,4.0,2014,2020,4.0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,1662.0,-5,-5,7,0,1.0,100.0,0,0
Zealot il-Vec,0,1,0,0,0,0,0,0,3.0,2006,2006,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,12011.0,1,1,2,0,1.0,250.0,0,0
Necrosavant,0,1,0,0,0,0,0,0,6.0,1996,1999,3.0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,16803.0,5,5,1,0,1.0,138.0,0,0
Corpse Augur,0,1,0,0,0,0,0,0,4.0,2015,2017,3.0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,2870.0,4,4,3,0,0.0,131.0,0,0
Hydrosurge,0,0,1,0,0,0,0,0,1.0,2012,2014,2.0,0,1,0,0,0,0,1,1,1,1,1,0,1,4,17958.0,-5,-5,1,0,1.0,45.0,0,0
Mind Slash,0,0,0,0,0,1,0,0,3.0,2000,2005,3.0,0,0,1,0,0,0,1,1,0,1,0,0,1,3,4679.0,-5,-5,1,0,1.0,183.0,0,0
Corrupted Roots,0,0,0,0,0,1,0,0,1.0,2009,2009,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,3,17315.0,-5,-5,2,0,1.0,93.0,0,0
Grim Haruspex,0,1,0,0,0,0,0,0,3.0,2014,2020,5.0,0,0,1,0,0,0,1,1,1,1,0,0,1,2,399.0,3,3,4,1,1.0,182.0,0,0
Champion of the Flame,0,1,0,0,0,0,0,0,2.0,2018,2018,1.0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,6741.0,1,1,2,0,1.0,84.0,0,0
Cloudthresher,0,1,0,0,0,0,0,0,6.0,2007,2017,4.0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,5715.0,7,7,3,0,0.0,239.0,0,0
Elvish Warrior,0,1,0,0,0,0,0,0,2.0,2002,2019,10.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,12939.0,2,2,6,0,0.0,0.0,0,0
Ertai's Meddling,0,0,1,0,0,0,0,0,1.0,1997,1997,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,8708.0,-5,-5,2,0,1.0,293.0,1,0
Liliana's Triumph,0,0,1,0,0,0,0,0,2.0,2019,2019,2.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,3861.0,-5,-5,2,0,1.0,111.0,0,0
Ramosian Sky Marshal,0,1,0,0,0,0,0,0,5.0,1999,1999,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,13055.0,3,3,2,0,1.0,158.0,0,0
Lab Rats,0,0,0,1,0,0,0,0,1.0,1998,1998,1.0,0,0,1,0,0,0,1,0,0,1,1,0,1,4,9263.0,-5,-5,4,1,1.0,162.0,0,0
Omen of Fire,0,0,1,0,0,0,0,0,5.0,1996,1996,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,14062.0,-5,-5,2,0,1.0,134.0,1,1
Rathi Intimidator,0,1,0,0,0,0,0,0,3.0,2000,2000,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,17501.0,2,2,2,0,1.0,246.0,0,0
Roar of the Wurm,0,0,0,1,0,0,0,0,7.0,2001,2019,5.0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,9800.0,-5,-5,6,0,0.0,140.0,0,0
Bonded Fetch,0,1,0,0,0,0,0,0,3.0,2007,2007,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,9847.0,0,0,2,0,1.0,54.0,0,0
